InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
494836,86922, JUMBO BAG RED RETROSPOT ,1,2011-08-30 00:00:00,15.91,11174.0,Germany
720448,96009,  PACK OF 72 RETROSPOT CAKE CASES ,3,"Dec 26, 2011",15.05,15559.0,United Kingdom
589562,65090,WOODEN PICTURE FRAME WHITE FINISH ,6,13/12/2010,5.11,14149.0,United Kingdom
266020,37273,  SCENTED CANDLE GIFT PACK,2,"Sep 06, 2011",3.28,13819.0,United Kingdom
352411,32205, REGENCY CAKESTAND 3 TIER,3,13/07/2012,7.74,10432.0,France
487902,54040,HOME DECOR LIGHT STRING,10,17/03/2011,6.13,11514.0,United Kingdom
576785,47822, ASSORTED COLOUR BIRD ORNAMENT,6,17/01/2012,10.35,17216.0,EIRE
948689,62647,REGENCY CAKESTAND 3 TIER ,2,05/09/2011,10.35,15398.0,Netherlands
C296292,11942,REGENCY CAKESTAND 3 TIER ,7,"Aug 31, 2011",20.82,,France
170793,94437, WOODEN PICTURE FRAME WHITE FINISH,1,"Jun 25, 2012",7.26,17724.0,United Kingdom
C119510,38106,HOME DECOR LIGHT STRING,6,"Aug 11, 2011",31.41,10455.0,United Kingdom
158453,58737, LUNCH BAG RED RETROSPOT,3,"Jul 30, 2011",10.76,15255.0,Switzerland
594166,93274,  SCENTED CANDLE GIFT PACK ,3,2012-08-20 00:00:00,5.0,18162.0,United Kingdom
573026,49857, SET OF 3 CAKE TINS PANTRY DESIGN ,5,12-07-2011,8.4,,Belgium
104694,54291,PARTY BUNTING,-6,03-02-2011,3.14,16570.0,United Kingdom
746004,93385, BIRTHDAY CARD VINTAGE DESIGN ,2,21/11/2012,11.53,19000.0,EIRE
762165,18366,  SCENTED CANDLE GIFT PACK ,1,14-07-2011,2.65,13669.0,United Kingdom
C746052,90799,  REGENCY CAKESTAND 3 TIER ,3,12-16-2011,6.42,15258.0,EIRE
579319,82561,VINTAGE SNAKES & LADDERS,1,"Jan 31, 2012",5.23,,United Kingdom
618985,24677,LUNCH BAG RED RETROSPOT,12,09-11-2012,6.93,,United Kingdom
C662453,25582,  PARTY BUNTING,5,11/08/2012,16.23,19658.0,Germany
323687,84642,PARTY BUNTING,3,04-08-2012,5.51,13215.0,United Kingdom
784880,47693,PACK OF 72 RETROSPOT CAKE CASES,1,01/11/2011,7.36,14856.0,Germany
462355,36008,  HOME DECOR LIGHT STRING ,1,"Nov 11, 2011",20.8,12057.0,United Kingdom
166126,47204,  REGENCY CAKESTAND 3 TIER,1,12-16-2011,4.25,,United Kingdom
281644,43241,  WHITE HANGING HEART T-LIGHT HOLDER,1,30/05/2012,13.61,,United Kingdom
759390,88461,SCENTED CANDLE GIFT PACK,2,05-13-2011,6.14,19388.0,United Kingdom
510354,49142,  CERAMIC TEA POT FLORAL ,7,09/03/2011,4.8,11630.0,United Kingdom
783444,84900,  CERAMIC TEA POT FLORAL ,1,2012-06-05 00:00:00,7.9,10909.0,United Kingdom
334456,34575,SET OF 3 CAKE TINS PANTRY DESIGN,1,01-30-2011,18.51,11090.0,France
663998,99616,  REGENCY CAKESTAND 3 TIER ,2,07-28-2012,11.23,19711.0,United Kingdom
995043,62196,PLANT POTS GARDEN SET,-4,03-04-2011,14.71,16643.0,United Kingdom
C264486,28383,  BIRTHDAY CARD VINTAGE DESIGN ,4,2012-01-16 00:00:00,13.73,15056.0,United Kingdom
337403,93488,  WHITE HANGING HEART T-LIGHT HOLDER ,2,InvalidDate,5.18,17085.0,United Kingdom
568451,64499,JUMBO BAG RED RETROSPOT,5,01-06-2011,21.49,10230.0,United Kingdom
948934,16389,WHITE HANGING HEART T-LIGHT HOLDER,1,"Apr 10, 2012",0.0,10649.0,United Kingdom
757191,26484,  SCENTED CANDLE GIFT PACK ,5,"Jan 27, 2011",5.81,10792.0,Norway
772225,55206, SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-11-26 00:00:00,12.71,18490.0,United Kingdom
886166,89183, SET OF 3 CAKE TINS PANTRY DESIGN ,2,04/06/2012,12.17,11224.0,France
C395103,34241,REGENCY CAKESTAND 3 TIER,3,06/10/2012,18.41,15654.0,United Kingdom
277175,33453, PLANT POTS GARDEN SET ,1,"Sep 13, 2011",4.55,14418.0,France
458780,57774, HOME DECOR LIGHT STRING,1,22-01-2012,4.15,14794.0,United Kingdom
840147,14132,  WHITE HANGING HEART T-LIGHT HOLDER,5,2011-10-30 00:00:00,7.57,15385.0,United Kingdom
379301,33027,CERAMIC TEA POT FLORAL,1,05-05-2011,11.0,12119.0,United Kingdom
777551,69998,JUMBO BAG RED RETROSPOT ,2,02-22-2012,4.36,,United Kingdom
133205,35176, WOODEN PICTURE FRAME WHITE FINISH ,2,2011-05-19 00:00:00,14.34,18906.0,United Kingdom
556791,17008,  PARTY BUNTING ,0,"Jun 14, 2012",4.84,16103.0,Belgium
592134,50324,  JUMBO BAG RED RETROSPOT ,16,01-26-2012,4.83,18387.0,United Kingdom
487554,12064, CERAMIC TEA POT FLORAL,-4,05-14-2011,18.64,,Germany
628168,49386,PACK OF 72 RETROSPOT CAKE CASES,4,"Mar 05, 2012",16.27,10519.0,United Kingdom
988513,87169, WHITE HANGING HEART T-LIGHT HOLDER ,3,"Oct 02, 2011",17.52,,United Kingdom
653188,66955,BIRTHDAY CARD VINTAGE DESIGN,5,"Dec 27, 2010",12.34,18026.0,United Kingdom
450857,65499,VINTAGE SNAKES & LADDERS,1,19-07-2011,8.25,17347.0,United Kingdom
914506,21148, WOODEN PICTURE FRAME WHITE FINISH ,3,07-16-2012,3.77,15383.0,United Kingdom
310005,18083,VINTAGE SNAKES & LADDERS ,2,2012-11-07 00:00:00,18.02,13464.0,United Kingdom
935320,54845,  WOODEN PICTURE FRAME WHITE FINISH ,1,2012-07-06 00:00:00,16.29,18979.0,United Kingdom
C594735,51291,  JUMBO BAG RED RETROSPOT ,7,2012-09-27 00:00:00,15.78,19345.0,Netherlands
231436,57455,REGENCY CAKESTAND 3 TIER ,1,"Dec 15, 2011",9.17,14040.0,Netherlands
474695,49181, VINTAGE SNAKES & LADDERS,5,30-11-2011,5.79,18890.0,Germany
446140,10565,LUNCH BAG RED RETROSPOT,4,InvalidDate,21.44,12882.0,United Kingdom
382488,92911, ASSORTED COLOUR BIRD ORNAMENT,1,02-15-2012,12.81,,Portugal
755354,63634,  PLANT POTS GARDEN SET,4,2011-03-25 00:00:00,6.84,18269.0,Belgium
426754,30373,  LUNCH BAG RED RETROSPOT ,4,09-12-2011,25.97,11293.0,France
602610,65491, SCENTED CANDLE GIFT PACK ,11,20-06-2011,12.75,11968.0,United Kingdom
978247,72408,  SET OF 3 CAKE TINS PANTRY DESIGN ,3,26-12-2010,4.03,13757.0,United Kingdom
953415,70611, RETRO COFFEE MUG SET ,3,20-10-2012,18.37,14412.0,United Kingdom
701158,98782, SET OF 3 CAKE TINS PANTRY DESIGN ,7,2011-07-08 00:00:00,4.96,17876.0,United Kingdom
269180,92747, WOODEN PICTURE FRAME WHITE FINISH,1,04-09-2012,10.4,11093.0,United Kingdom
203700,96800,  LUNCH BAG RED RETROSPOT ,1,20/10/2012,8.6,14145.0,Switzerland
668933,48526, BIRTHDAY CARD VINTAGE DESIGN,7,30-06-2012,15.91,,United Kingdom
187212,99322,  JUMBO BAG RED RETROSPOT ,1,07-11-2011,26.1,17926.0,United Kingdom
389962,94553, WOODEN PICTURE FRAME WHITE FINISH ,4,2012-10-11 00:00:00,6.87,16470.0,United Kingdom
932440,32483,  VINTAGE SNAKES & LADDERS ,1,05-21-2011,12.71,19633.0,United Kingdom
721747,15969, ASSORTED COLOUR BIRD ORNAMENT ,2,04-28-2011,7.93,,EIRE
764956,59104,REGENCY CAKESTAND 3 TIER ,11,05/08/2012,15.92,16754.0,United Kingdom
625403,27310,  PACK OF 72 RETROSPOT CAKE CASES ,2,05-08-2012,6.52,10443.0,Netherlands
154672,55073,  SCENTED CANDLE GIFT PACK ,4,09/06/2012,4.47,19657.0,United Kingdom
492432,61843,  WHITE HANGING HEART T-LIGHT HOLDER ,-3,"Dec 17, 2010",9.57,11936.0,United Kingdom
C974168,69819,  HOME DECOR LIGHT STRING ,7,08-09-2011,7.29,15018.0,United Kingdom
C116292,42780, PARTY BUNTING ,6,06-03-2012,5.17,19114.0,Spain
302268,46126, BIRTHDAY CARD VINTAGE DESIGN ,1,15/11/2011,12.62,19330.0,United Kingdom
397668,14112, REGENCY CAKESTAND 3 TIER ,1,02-14-2012,12.42,17579.0,United Kingdom
933711,84526, WOODEN PICTURE FRAME WHITE FINISH ,3,2011-07-21 00:00:00,7.86,10741.0,United Kingdom
923837,30724,RETRO COFFEE MUG SET ,-4,2011-04-25 00:00:00,5.08,11934.0,United Kingdom
769764,30099, CERAMIC TEA POT FLORAL ,3,08/12/2010,4.57,12277.0,Norway
393313,41351,  SCENTED CANDLE GIFT PACK ,12,11-19-2012,7.34,13246.0,Belgium
274166,39011,SET OF 3 CAKE TINS PANTRY DESIGN ,2,07-08-2011,8.58,17489.0,United Kingdom
424368,94335,  REGENCY CAKESTAND 3 TIER ,1,"Jan 26, 2012",6.14,10196.0,United Kingdom
495252,80043,  SCENTED CANDLE GIFT PACK,7,29-09-2012,10.63,11601.0,United Kingdom
C210290,92678,  LUNCH BAG RED RETROSPOT,1,"Jul 31, 2011",11.18,10533.0,United Kingdom
216908,62771,RETRO COFFEE MUG SET ,1,23/05/2011,7.26,16272.0,United Kingdom
725494,55897,BIRTHDAY CARD VINTAGE DESIGN,10,"Nov 01, 2012",5.22,13405.0,United Kingdom
157175,26442,  BIRTHDAY CARD VINTAGE DESIGN,2,"Jan 03, 2011",5.83,16940.0,Switzerland
489027,27352, LUNCH BAG RED RETROSPOT,2,12-01-2011,14.85,11660.0,United Kingdom
880305,61925, SCENTED CANDLE GIFT PACK ,1,10-10-2011,5.67,,Portugal
C874560,36173, PLANT POTS GARDEN SET ,8,2010-12-11 00:00:00,13.43,16875.0,United Kingdom
169672,83563, REGENCY CAKESTAND 3 TIER ,4,01-16-2011,4.75,,United Kingdom
400065,52500,CERAMIC TEA POT FLORAL ,1,30/10/2012,23.33,10091.0,United Kingdom
408792,19840,  ASSORTED COLOUR BIRD ORNAMENT ,1,12-22-2011,7.31,18508.0,United Kingdom
719225,77156, VINTAGE SNAKES & LADDERS ,3,25-11-2011,8.93,15403.0,EIRE
147046,73327, LUNCH BAG RED RETROSPOT,-8,26-07-2011,4.87,12061.0,United Kingdom
355564,69314,  JUMBO BAG RED RETROSPOT ,0,25-10-2011,5.73,11113.0,United Kingdom
C330144,80392, PACK OF 72 RETROSPOT CAKE CASES ,4,05-06-2011,8.69,11525.0,United Kingdom
847320,56996,  SET OF 3 CAKE TINS PANTRY DESIGN ,4,22-09-2012,14.3,16426.0,France
584469,66550, WOODEN PICTURE FRAME WHITE FINISH,1,10-16-2011,16.56,18574.0,EIRE
364546,95981,  WHITE HANGING HEART T-LIGHT HOLDER ,6,29-12-2010,3.47,,United Kingdom
470134,41644, BIRTHDAY CARD VINTAGE DESIGN,2,31-05-2012,17.75,13007.0,United Kingdom
552546,32233, RETRO COFFEE MUG SET ,3,15-09-2012,6.14,17106.0,United Kingdom
389445,52002,  SET OF 3 CAKE TINS PANTRY DESIGN ,4,"Apr 03, 2011",7.85,13200.0,United Kingdom
936542,25930,SCENTED CANDLE GIFT PACK ,7,01-29-2011,9.48,,United Kingdom
465208,99043, PACK OF 72 RETROSPOT CAKE CASES,7,22/05/2012,7.97,19056.0,Spain
267605,95666, PLANT POTS GARDEN SET,9,"Jan 01, 2012",4.15,12611.0,United Kingdom
993893,49979, WOODEN PICTURE FRAME WHITE FINISH ,1,22/12/2010,20.91,16630.0,United Kingdom
445600,24990,JUMBO BAG RED RETROSPOT ,1,2012-09-18 00:00:00,7.37,,United Kingdom
535986,80917,  WHITE HANGING HEART T-LIGHT HOLDER,3,"Jun 04, 2012",3.13,16508.0,United Kingdom
107086,38562, PLANT POTS GARDEN SET ,7,12-11-2011,20.15,18482.0,United Kingdom
252324,56764,  REGENCY CAKESTAND 3 TIER ,4,10-08-2011,10.11,13638.0,United Kingdom
527530,98876,  VINTAGE SNAKES & LADDERS,-2,2012-01-09 00:00:00,10.68,12891.0,United Kingdom
812787,80496, JUMBO BAG RED RETROSPOT ,4,09-06-2011,4.29,14946.0,Spain
339423,44579,WHITE HANGING HEART T-LIGHT HOLDER ,15,06-10-2011,10.58,10069.0,Japan
102016,97408,PARTY BUNTING,6,"Aug 21, 2012",9.54,,United Kingdom
726683,25414, RETRO COFFEE MUG SET ,2,2012-11-26 00:00:00,3.29,13258.0,EIRE
914883,45249,  SET OF 3 CAKE TINS PANTRY DESIGN,4,"Feb 02, 2011",21.21,17653.0,United Kingdom
C661548,65685, CERAMIC TEA POT FLORAL,-9,03-21-2012,8.95,17086.0,United Kingdom
675932,67295, WOODEN PICTURE FRAME WHITE FINISH,4,08-16-2011,13.74,19028.0,United Kingdom
C707200,45572, WOODEN PICTURE FRAME WHITE FINISH ,3,16-01-2011,3.52,16078.0,United Kingdom
804172,87865,PACK OF 72 RETROSPOT CAKE CASES,3,24/04/2011,9.28,16695.0,Spain
140136,84356,JUMBO BAG RED RETROSPOT,4,2011-11-05 00:00:00,11.16,11416.0,United Kingdom
305591,89538,  PACK OF 72 RETROSPOT CAKE CASES ,1,2011-11-29 00:00:00,5.81,,Switzerland
C358916,16858, HOME DECOR LIGHT STRING,3,03/04/2012,5.19,10793.0,Belgium
192508,24633,  SET OF 3 CAKE TINS PANTRY DESIGN ,5,"Jul 10, 2011",33.02,15713.0,United Kingdom
564952,55678,  WHITE HANGING HEART T-LIGHT HOLDER,3,30-09-2011,7.6,14946.0,United Kingdom
874456,82870, CERAMIC TEA POT FLORAL ,3,27-09-2011,5.88,19842.0,United Kingdom
111009,13692,SET OF 3 CAKE TINS PANTRY DESIGN,2,02-02-2012,5.53,18460.0,France
246025,90978, PARTY BUNTING,2,2012-11-01 00:00:00,9.73,12233.0,Germany
801347,22703,VINTAGE SNAKES & LADDERS,2,29/01/2011,18.64,17350.0,United Kingdom
388480,34408,  PACK OF 72 RETROSPOT CAKE CASES,1,2011-07-17 00:00:00,7.84,13779.0,United Kingdom
884403,62182, ASSORTED COLOUR BIRD ORNAMENT,2,"Apr 26, 2012",7.63,11348.0,Switzerland
C373958,62669, VINTAGE SNAKES & LADDERS,9,"May 30, 2012",14.79,11732.0,United Kingdom
416543,78464,RETRO COFFEE MUG SET,2,"Jan 20, 2012",19.62,12380.0,Netherlands
722107,73545,VINTAGE SNAKES & LADDERS,6,09-23-2012,10.79,18017.0,United Kingdom
C821565,85396,  LUNCH BAG RED RETROSPOT,2,08-22-2012,4.27,15336.0,United Kingdom
642150,23690, REGENCY CAKESTAND 3 TIER ,5,03-11-2012,33.58,15505.0,United Kingdom
C524632,75687,  REGENCY CAKESTAND 3 TIER,2,03-09-2011,14.8,17001.0,Germany
C969029,75365,  CERAMIC TEA POT FLORAL ,1,12-10-2012,3.62,15471.0,United Kingdom
980292,59107,PLANT POTS GARDEN SET,8,20-05-2011,31.8,,United Kingdom
459267,73179,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-02-13 00:00:00,7.74,10011.0,United Kingdom
284286,61042,  SCENTED CANDLE GIFT PACK,5,2011-07-27 00:00:00,9.56,18339.0,Spain
C561823,40041,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-26 00:00:00,12.55,14068.0,United Kingdom
464765,53815,  LUNCH BAG RED RETROSPOT,3,InvalidDate,24.59,,France
180857,82869, REGENCY CAKESTAND 3 TIER ,3,"May 24, 2011",10.32,14957.0,EIRE
816896,95078, CERAMIC TEA POT FLORAL ,2,16/11/2012,11.81,15009.0,EIRE
359405,49423, BIRTHDAY CARD VINTAGE DESIGN,-5,12-06-2011,12.74,16564.0,United Kingdom
394740,74512,WOODEN PICTURE FRAME WHITE FINISH,2,04-01-2012,12.75,,United Kingdom
857596,90206, WOODEN PICTURE FRAME WHITE FINISH ,3,22-04-2011,4.06,17721.0,United Kingdom
616939,90291,PARTY BUNTING ,4,24/07/2012,6.47,14089.0,United Kingdom
386539,16385, CERAMIC TEA POT FLORAL ,1,12-07-2011,7.94,15953.0,United Kingdom
401111,86586,PLANT POTS GARDEN SET,1,"Dec 09, 2010",5.84,18319.0,United Kingdom
764164,55291, WOODEN PICTURE FRAME WHITE FINISH ,7,04-29-2012,9.69,19992.0,United Kingdom
923683,79599,  JUMBO BAG RED RETROSPOT,1,07-02-2011,12.36,,France
446997,97520,VINTAGE SNAKES & LADDERS ,2,02-16-2012,9.53,12072.0,EIRE
138744,76905,CERAMIC TEA POT FLORAL ,3,12-01-2012,5.54,11419.0,United Kingdom
708481,13333,SCENTED CANDLE GIFT PACK ,5,2012-03-21 00:00:00,4.72,17032.0,United Kingdom
731186,83844,LUNCH BAG RED RETROSPOT ,8,2011-02-26 00:00:00,18.72,19469.0,United Kingdom
883540,22699, HOME DECOR LIGHT STRING ,-5,27-06-2011,17.35,11108.0,United Kingdom
150151,50262, REGENCY CAKESTAND 3 TIER,17,06-21-2012,8.49,10284.0,United Kingdom
103679,62357,PACK OF 72 RETROSPOT CAKE CASES,1,"Jun 13, 2012",6.92,15918.0,United Kingdom
879685,77442,VINTAGE SNAKES & LADDERS,3,01/08/2012,18.2,10089.0,Germany
488026,31971,HOME DECOR LIGHT STRING,2,"Apr 13, 2012",24.36,11563.0,United Kingdom
950181,81180,  PLANT POTS GARDEN SET ,3,2011-06-19 00:00:00,4.24,10854.0,United Kingdom
833682,95834,WHITE HANGING HEART T-LIGHT HOLDER,1,05/12/2010,5.66,12273.0,United Kingdom
203021,83108, SET OF 3 CAKE TINS PANTRY DESIGN ,4,07/07/2012,9.5,16334.0,United Kingdom
608522,30875,LUNCH BAG RED RETROSPOT,5,08/01/2012,18.5,14834.0,United Kingdom
583791,23111,WHITE HANGING HEART T-LIGHT HOLDER ,4,28-02-2012,4.85,12383.0,Norway
185615,12335, LUNCH BAG RED RETROSPOT,3,06-01-2011,17.75,,United Kingdom
357481,77641, HOME DECOR LIGHT STRING,1,09-26-2011,16.53,19280.0,United Kingdom
817583,66959,CERAMIC TEA POT FLORAL ,2,2012-02-02 00:00:00,15.1,14250.0,United Kingdom
401364,47756,RETRO COFFEE MUG SET ,10,07-05-2012,9.05,19035.0,United Kingdom
945166,98078, BIRTHDAY CARD VINTAGE DESIGN,4,03-13-2011,10.79,18105.0,EIRE
800146,68013,  CERAMIC TEA POT FLORAL,5,10-29-2012,11.27,10554.0,United Kingdom
419849,13890, JUMBO BAG RED RETROSPOT,1,10-05-2011,6.62,17077.0,EIRE
717542,43959,  SET OF 3 CAKE TINS PANTRY DESIGN,3,05-03-2011,7.19,18916.0,United Kingdom
742032,52240,JUMBO BAG RED RETROSPOT ,7,2011-04-11 00:00:00,22.12,,United Kingdom
944032,13773,JUMBO BAG RED RETROSPOT ,5,31/01/2012,26.38,13177.0,France
958312,73783,SCENTED CANDLE GIFT PACK ,8,01/08/2011,4.32,,United Kingdom
513870,10037, JUMBO BAG RED RETROSPOT,7,11-09-2012,9.45,12454.0,United Kingdom
168304,99447,PARTY BUNTING ,-5,"Oct 19, 2012",5.63,16402.0,United Kingdom
607553,63790,  REGENCY CAKESTAND 3 TIER,5,09/03/2011,6.72,18275.0,EIRE
396437,34194,VINTAGE SNAKES & LADDERS,3,"Sep 15, 2012",2.26,13441.0,United Kingdom
144397,68730,PARTY BUNTING,1,2012-10-28 00:00:00,8.59,18159.0,United Kingdom
978219,82035, PARTY BUNTING ,3,07/07/2011,17.19,18559.0,Netherlands
359291,41795, WOODEN PICTURE FRAME WHITE FINISH ,-4,06-14-2011,1.77,14319.0,United Kingdom
896266,63257,REGENCY CAKESTAND 3 TIER,4,05-01-2012,14.58,16167.0,United Kingdom
338697,67954,SCENTED CANDLE GIFT PACK ,1,2011-11-11 00:00:00,6.67,16437.0,United Kingdom
984544,13051,RETRO COFFEE MUG SET,1,25-09-2012,5.81,15468.0,United Kingdom
974340,91662, CERAMIC TEA POT FLORAL ,1,"Sep 30, 2011",15.93,14744.0,Australia
998599,81074, CERAMIC TEA POT FLORAL ,3,"Jan 19, 2012",4.6,11890.0,United Kingdom
405364,40161,  RETRO COFFEE MUG SET ,4,01-06-2012,2.34,15450.0,Portugal
858673,97561,WHITE HANGING HEART T-LIGHT HOLDER ,5,08-19-2012,4.69,12725.0,Spain
846256,58415,RETRO COFFEE MUG SET ,-6,07-04-2011,19.82,13371.0,United Kingdom
189846,86948,PACK OF 72 RETROSPOT CAKE CASES ,2,2012-11-05 00:00:00,5.57,15432.0,Germany
457073,29929,REGENCY CAKESTAND 3 TIER,2,01-07-2012,5.9,18259.0,United Kingdom
394065,66503,  BIRTHDAY CARD VINTAGE DESIGN ,3,13/09/2011,5.6,14462.0,United Kingdom
395625,85692, PARTY BUNTING ,2,"May 15, 2012",6.58,13062.0,Germany
883059,27384,CERAMIC TEA POT FLORAL ,2,30/10/2012,11.52,15208.0,United Kingdom
866054,92025,BIRTHDAY CARD VINTAGE DESIGN,2,02-19-2011,8.68,15913.0,United Kingdom
162157,17485,CERAMIC TEA POT FLORAL ,12,InvalidDate,8.8,14562.0,United Kingdom
788233,53315,  RETRO COFFEE MUG SET ,2,06-10-2011,10.36,19616.0,United Kingdom
137570,15769,  SET OF 3 CAKE TINS PANTRY DESIGN,15,12-28-2011,8.11,16401.0,Switzerland
221509,73219, HOME DECOR LIGHT STRING ,2,11-25-2012,3.42,16486.0,EIRE
959771,77770, LUNCH BAG RED RETROSPOT,7,09-10-2011,12.97,12393.0,United Kingdom
904253,12693, HOME DECOR LIGHT STRING ,3,"Oct 02, 2012",7.08,11455.0,United Kingdom
380092,16749,  SCENTED CANDLE GIFT PACK,6,"Jun 02, 2011",9.24,19880.0,United Kingdom
862945,26258, HOME DECOR LIGHT STRING,4,08-04-2012,6.95,,United Kingdom
794934,43521,  SET OF 3 CAKE TINS PANTRY DESIGN ,4,27-04-2011,11.16,18143.0,United Kingdom
732899,34956,RETRO COFFEE MUG SET,3,01-18-2012,13.67,,Norway
587625,27716,  SCENTED CANDLE GIFT PACK,3,10-02-2012,12.56,14356.0,United Kingdom
319162,12596,BIRTHDAY CARD VINTAGE DESIGN,3,22/10/2011,20.26,10378.0,United Kingdom
905983,66680,JUMBO BAG RED RETROSPOT,4,2011-03-05 00:00:00,7.85,17476.0,Norway
C141708,93704, RETRO COFFEE MUG SET,1,"Oct 12, 2012",7.0,14171.0,United Kingdom
987921,62452, HOME DECOR LIGHT STRING ,5,03-05-2012,15.6,13449.0,United Kingdom
791150,52213, SET OF 3 CAKE TINS PANTRY DESIGN ,2,"May 04, 2011",7.64,10812.0,United Kingdom
148929,82663,HOME DECOR LIGHT STRING,7,11-23-2012,8.25,,Belgium
674679,27336,CERAMIC TEA POT FLORAL ,3,06/10/2012,4.22,10534.0,France
799338,15840, HOME DECOR LIGHT STRING,6,23/07/2012,6.45,10042.0,United Kingdom
726549,69353,  PARTY BUNTING ,6,09-04-2011,6.99,19732.0,Netherlands
433857,25064,  WOODEN PICTURE FRAME WHITE FINISH,-6,09-20-2011,17.04,18765.0,Spain
405745,97778,  HOME DECOR LIGHT STRING,2,04-24-2011,7.76,12525.0,United Kingdom
632465,16408,JUMBO BAG RED RETROSPOT,6,"May 04, 2012",12.08,15060.0,United Kingdom
481784,27659,PLANT POTS GARDEN SET,1,InvalidDate,11.07,13522.0,United Kingdom
178113,22020, CERAMIC TEA POT FLORAL,11,18-11-2012,8.07,,United Kingdom
670141,38793, CERAMIC TEA POT FLORAL ,4,03-19-2011,27.36,18273.0,United Kingdom
945279,46244,WOODEN PICTURE FRAME WHITE FINISH ,1,2011-12-24 00:00:00,10.48,13108.0,United Kingdom
225604,23566,SCENTED CANDLE GIFT PACK,2,13/02/2011,22.11,15529.0,United Kingdom
357351,72670,  LUNCH BAG RED RETROSPOT,1,2011-09-11 00:00:00,16.79,10268.0,United Kingdom
C321668,78079,  VINTAGE SNAKES & LADDERS,12,2011-01-28 00:00:00,8.5,,Netherlands
481691,11286,  SET OF 3 CAKE TINS PANTRY DESIGN,3,08-01-2011,4.95,,United Kingdom
704091,17883, BIRTHDAY CARD VINTAGE DESIGN ,2,29-03-2011,27.7,15883.0,Germany
856322,22121,  SCENTED CANDLE GIFT PACK,1,"Sep 09, 2012",10.03,18892.0,United Kingdom
162508,36234,JUMBO BAG RED RETROSPOT,2,10-15-2011,11.01,11337.0,United Kingdom
806050,28318,CERAMIC TEA POT FLORAL ,3,"Jan 06, 2011",6.26,11108.0,United Kingdom
184667,27223,JUMBO BAG RED RETROSPOT,3,02-10-2012,20.95,17755.0,France
372859,40632,CERAMIC TEA POT FLORAL ,2,07-02-2012,7.48,16008.0,United Kingdom
564175,12164,ASSORTED COLOUR BIRD ORNAMENT,5,09-28-2011,3.12,,United Kingdom
858141,51598,BIRTHDAY CARD VINTAGE DESIGN ,3,02/12/2010,5.95,10229.0,Netherlands
135109,60300, SET OF 3 CAKE TINS PANTRY DESIGN ,1,2012-04-12 00:00:00,12.15,12803.0,Netherlands
990936,31134,  WHITE HANGING HEART T-LIGHT HOLDER,2,"Aug 13, 2011",6.13,16174.0,France
407674,20176,RETRO COFFEE MUG SET,3,"Feb 12, 2012",13.51,16992.0,United Kingdom
741142,89741,  CERAMIC TEA POT FLORAL,1,19-05-2011,21.42,16714.0,Belgium
862945,26258, HOME DECOR LIGHT STRING,4,08-04-2012,6.95,,United Kingdom
859072,42152, WHITE HANGING HEART T-LIGHT HOLDER ,5,InvalidDate,6.32,18327.0,United Kingdom
280680,15378,  HOME DECOR LIGHT STRING ,1,"Jun 06, 2011",7.32,18461.0,Japan
503552,43701, HOME DECOR LIGHT STRING ,1,02-26-2012,6.74,14913.0,United Kingdom
437530,97745, BIRTHDAY CARD VINTAGE DESIGN ,13,"Jul 05, 2011",9.55,12577.0,United Kingdom
257723,33874,  BIRTHDAY CARD VINTAGE DESIGN,9,08-01-2011,5.06,16690.0,United Kingdom
419753,15702,  ASSORTED COLOUR BIRD ORNAMENT ,6,07-13-2011,15.05,10761.0,United Kingdom
774945,71671, WOODEN PICTURE FRAME WHITE FINISH ,2,"Jun 29, 2012",5.49,19015.0,Australia
358072,15639,CERAMIC TEA POT FLORAL,4,"Dec 21, 2011",2.19,10977.0,Australia
301225,81448, ASSORTED COLOUR BIRD ORNAMENT,5,25/12/2010,7.1,18259.0,United Kingdom
485105,26650,  JUMBO BAG RED RETROSPOT ,1,30-06-2012,4.76,12254.0,United Kingdom
243953,82597,  JUMBO BAG RED RETROSPOT,3,08-14-2011,40.32,12758.0,Portugal
260381,94084,LUNCH BAG RED RETROSPOT,1,24/04/2011,4.01,,United Kingdom
752842,30239, LUNCH BAG RED RETROSPOT ,1,"May 19, 2011",16.38,19330.0,United Kingdom
256089,58022,  PLANT POTS GARDEN SET ,1,24-10-2011,3.33,16770.0,United Kingdom
580795,42046,WOODEN PICTURE FRAME WHITE FINISH ,2,15/05/2012,12.83,,United Kingdom
487932,49593, LUNCH BAG RED RETROSPOT ,4,26-04-2012,15.99,12795.0,Belgium
406521,32560,VINTAGE SNAKES & LADDERS,3,2012-02-15 00:00:00,5.0,11620.0,France
934799,11511, LUNCH BAG RED RETROSPOT ,1,03-01-2012,4.89,14887.0,United Kingdom
433636,16641,PACK OF 72 RETROSPOT CAKE CASES ,1,"May 01, 2012",5.91,19974.0,France
720086,37566,  VINTAGE SNAKES & LADDERS,1,2012-01-24 00:00:00,17.58,13600.0,United Kingdom
548032,99451,SET OF 3 CAKE TINS PANTRY DESIGN,5,2011-07-06 00:00:00,9.28,,United Kingdom
